date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:35:07	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:35:20	11216/11216	---M-Z	200	added ('OK')	application/javascript	etag:W/%2274b64900831a2e814a8ff0cdedcf80cb%22	https://static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/services/tag-manager-client/1.427.0/siteTags.bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:35:23	38502/38502	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e0bc75cd29020598154edc6c218d43ea%22	https://static.parastorage.com/services/wix-perf-measure/1.756.0/wix-perf-measure.bundle.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/services/wix-perf-measure/1.756.0/wix-perf-measure.bundle.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:35:30	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:35:21%20GMT	https://joshbk1.wixsite.com/	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/index.html	(from https://joshbk1.wixsite.com/joshtutor)
18:35:34	118656/118656	---M-Z	200	added ('OK')	application/javascript	etag:W/%22dcf51763fb4a654e15a4e6e7754ca5d2%22	https://static.parastorage.com/unpkg/react-dom@16.13.1/umd/react-dom.production.min.js	/Users/Admin/websites/wixtry2/static.parastorage.com/unpkg/react-dom@16.13.1/umd/react-dom.production.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:35:54	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:35:54%20GMT	https://joshbk1.wixsite.com/16e44c05.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/16e44c05.min.11.delayed	(from https://joshbk1.wixsite.com/joshtutor)
18:35:55	40949/40949	---M--	200	added ('OK')	image/png	etag:%22d6793e194624ea8a9de511b9e7c63bf0%22	https://static.parastorage.com/services/editor-elements/dist/media/sloppyframe.d6793e19.png	/Users/Admin/websites/wixtry2/static.parastorage.com/services/editor-elements/dist/media/sloppyframe.d6793e19.png	(from https://joshbk1.wixsite.com/joshtutor)
18:35:55	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:35:55%20GMT	https://joshbk1.wixsite.com/da6c52cb.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/da6c52cb.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:35:56	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:35:56%20GMT	https://joshbk1.wixsite.com/b604fd33.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/b604fd33.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:35:57	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:35:57%20GMT	https://joshbk1.wixsite.com/45242c23.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/45242c23.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:35:58	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:35:58%20GMT	https://joshbk1.wixsite.com/7c602eb2.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/7c602eb2.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:35:59	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:35:59%20GMT	https://joshbk1.wixsite.com/5b26625f.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/5b26625f.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:36:00	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:00%20GMT	https://joshbk1.wixsite.com/f52e40aa.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/f52e40aa.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:36:01	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:01%20GMT	https://joshbk1.wixsite.com/47b73115.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/47b73115.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:36:03	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:02%20GMT	https://joshbk1.wixsite.com/430436e2.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/430436e2.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:36:03	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:03%20GMT	https://joshbk1.wixsite.com/fdb8d3c8.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/fdb8d3c8.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:36:04	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:04%20GMT	https://joshbk1.wixsite.com/rb_wixui.thunderbolt~bootstrap-classic.7d3d63aa.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/rb_wixui.thunderbolt_bootstrap-classic.7d3d63aa.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:36:05	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:05%20GMT	https://joshbk1.wixsite.com/rb_wixui.thunderbolt~bootstrap-responsive.a66c1914.chunk.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/rb_wixui.thunderbolt_bootstrap-responsive.a66c1914.chunk.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:36:06	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:06%20GMT	https://joshbk1.wixsite.com/rb_wixui.thunderbolt~bootstrap-responsive.fdb8d3c8.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/rb_wixui.thunderbolt_bootstrap-responsive.fdb8d3c8.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:36:07	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:07%20GMT	https://joshbk1.wixsite.com/rb_wixui.thunderbolt~common-site-members-dialogs.e6a271c3.chunk.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/rb_wixui.thunderbolt_common-site-members-dialogs.e6a271c3.chunk.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:36:08	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:08%20GMT	https://joshbk1.wixsite.com/rb_wixui.thunderbolt~common-site-members-dialogs.fd411e5f.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/rb_wixui.thunderbolt_common-site-members-dialogs.fd411e5f.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:36:14	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:09%20GMT	https://joshbk1.wixsite.com/rb_wixui.thunderbolt~bootstrap.5641211f.chunk.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/rb_wixui.thunderbolt_bootstrap.5641211f.chunk.min.css	(from https://joshbk1.wixsite.com/joshtutor)
18:36:18	2935/2935	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:36:14%20GMT	https://joshbk1.wixsite.com/rb_wixui.thunderbolt~bootstrap.430436e2.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/rb_wixui.thunderbolt_bootstrap.430436e2.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor)
18:36:19	114438/114438	---M--	200	added ('OK')	image/svg+xml	etag:%228d22fa482ce8012cc6cac266727a5388-1%22	http://static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/d17bc040-9e8b-4397-8356-8153f4a64edf.svg	/Users/Admin/websites/wixtry2/static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/d17bc040-9e8b-4397-8356-8153f4a64edf.svg	(from https://joshbk1.wixsite.com/joshtutor)
18:36:23	257656/257656	---M--	200	added ('OK')	image/svg+xml	etag:%2290d90aafefb3d6bacbdcc66899439ff0-1%22	http://static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/66cac56e-d017-4544-9d0c-f7d978f0c5c2.svg	/Users/Admin/websites/wixtry2/static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/66cac56e-d017-4544-9d0c-f7d978f0c5c2.svg	(from https://joshbk1.wixsite.com/joshtutor)
18:36:26	80261/80261	---M--	200	added ('OK')	image/svg+xml	etag:%229f992ec7254a0e09e5fde0440be76a5b-1%22	http://static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/9c58e9ea-fdea-4b9c-b0f9-0a2157389ed0.svg	/Users/Admin/websites/wixtry2/static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/9c58e9ea-fdea-4b9c-b0f9-0a2157389ed0.svg	(from https://joshbk1.wixsite.com/joshtutor)
18:36:28	53071/53071	---M--	200	added ('OK')	image/svg+xml	etag:%22efe7349d2d6593272a9c9fd15c53c5a6-1%22	http://static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/b0268c31-e450-4159-bfea-e0d20e2b5c0c.svg	/Users/Admin/websites/wixtry2/static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/b0268c31-e450-4159-bfea-e0d20e2b5c0c.svg	(from https://joshbk1.wixsite.com/joshtutor)
18:36:33	64961/64961	---M--	200	added ('OK')	image/svg+xml	etag:%22e765d97515f19b6580422591896ca630-1%22	http://static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/ab9cd062-380f-4b53-b1a7-c0bec7402235.svg	/Users/Admin/websites/wixtry2/static.parastorage.com/services/third-party/fonts/user-site-fonts/fonts/ab9cd062-380f-4b53-b1a7-c0bec7402235.svg	(from https://joshbk1.wixsite.com/joshtutor)
18:36:44	438248/438248	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:36:33%20GMT	https://joshbk1.wixsite.com/joshtutor/blank-1	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/blank-1.html	(from https://joshbk1.wixsite.com/joshtutor)
18:36:45	337329/337329	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:36:34%20GMT	https://joshbk1.wixsite.com/joshtutor/blank-2	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/blank-2.html	(from https://joshbk1.wixsite.com/joshtutor)
18:36:51	506915/506915	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:36:47%20GMT	https://joshbk1.wixsite.com/joshtutor/blank-5	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/blank-5.html	(from https://joshbk1.wixsite.com/joshtutor)
18:36:52	337143/337143	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:36:44%20GMT	https://joshbk1.wixsite.com/joshtutor/blank-3	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/blank-3.html	(from https://joshbk1.wixsite.com/joshtutor)
18:36:56	337224/337224	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:36:46%20GMT	https://joshbk1.wixsite.com/joshtutor/blank-4	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/blank-4.html	(from https://joshbk1.wixsite.com/joshtutor)
18:36:56	337263/337263	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:36:48%20GMT	https://joshbk1.wixsite.com/joshtutor/plans-pricing	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/plans-pricing.html	(from https://joshbk1.wixsite.com/joshtutor)
18:36:56	8775/8775	---M--	200	added ('OK')	image/jpeg	etag:%22%22db76286654567ed82bc63acd70cff3e4%22%22	https://static.wixstatic.com/media/f027764dafe4460290c7a59a0a10eed5.jpg/v1/fill/w_245,h_163,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/f027764dafe4460290c7a59a0a10eed5.jpg	/Users/Admin/websites/wixtry2/static.wixstatic.com/media/f027764dafe4460290c7a59a0a10eed5.jpg/v1/fill/w_245,h_163,al_c,q_80,usm_0.66_1.00_0.01,blur_2,enc_auto/f027764dafe4460290c7a59a0a10eed5.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:36:58	337203/337203	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:36:52%20GMT	https://joshbk1.wixsite.com/joshtutor/book-online	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/book-online.html	(from https://joshbk1.wixsite.com/joshtutor)
18:36:58	85777/85777	---M--	200	added ('OK')	image/jpeg	etag:%22CLCn86DVx/YCEAE=%22	https://images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/19562cc5f5874d7693c4fad0af46db12~mv2/v1/fill/w_940,h_529,q_85,usm_0.66_1.00_0.01/file.jpg	/Users/Admin/websites/wixtry2/images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/19562cc5f5874d7693c4fad0af46db12_mv2/v1/fill/w_940,h_529,q_85,usm_0.66_1.00_0.01/file.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:37:00	18783/18783	---M--	200	added ('OK')	image/jpeg	etag:%22CP34k+jmpPcCEAE=%22	https://images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/c379a7f4f6984160812510e934ae94e5~mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	/Users/Admin/websites/wixtry2/images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/c379a7f4f6984160812510e934ae94e5_mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:37:00	5656/5656	---M--	200	added ('OK')	image/jpeg	etag:%22CPy9xviSpvcCEAE=%22	https://images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/3f06dfa2780e4a7c9c482173aa5fc3d2~mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	/Users/Admin/websites/wixtry2/images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/3f06dfa2780e4a7c9c482173aa5fc3d2_mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:37:03	16553/16553	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20May%202022%2010:37:01%20GMT	https://images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/29ef74e2f66a484d98e30a79bd0edf8e~mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	/Users/Admin/websites/wixtry2/images-vod.wixmp.com/d0220cbc-4355-4bc0-8ebe-53e9ab8843ba/images/29ef74e2f66a484d98e30a79bd0edf8e_mv2/v1/fill/w_307,h_173,q_85,usm_0.66_1.00_0.01/file.jpg	(from https://joshbk1.wixsite.com/joshtutor)
18:37:03	334923/334923	---MCZ	200	added ('OK')	text/html	date:Tue,%2024%20May%202022%2010:36:58%20GMT	https://joshbk1.wixsite.com/joshtutor?wix-vod-video-id=4f8ed361a9a34b2bbfb142b99063ca99&wix-vod-comp-id=comp-l3j3ffvz	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor8642.html	(from https://joshbk1.wixsite.com/joshtutor)
18:37:03	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:03%20GMT	https://joshbk1.wixsite.com/joshtutor/decodeURIComponent(e	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/decodeURIComponent(e	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:05	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:04%20GMT	https://joshbk1.wixsite.com/joshtutor/robots.txt	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/robots.txt	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:07	444/444	---M--	200	added ('OK')	text/xml	date:Tue,%2024%20May%202022%2010:37:06%20GMT	https://joshbk1.wixsite.com/joshtutor/sitemap.xml	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/sitemap.xml	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:07	2936/2936	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:07%20GMT	https://joshbk1.wixsite.com/joshtutor/feed.xml	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/feed.xml	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:08	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:08%20GMT	https://joshbk1.wixsite.com/joshtutor/16e44c05.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/16e44c05.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:09	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:09%20GMT	https://joshbk1.wixsite.com/joshtutor/da6c52cb.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/da6c52cb.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:10	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:10%20GMT	https://joshbk1.wixsite.com/joshtutor/b604fd33.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/b604fd33.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:11	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:11%20GMT	https://joshbk1.wixsite.com/joshtutor/45242c23.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/45242c23.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:12	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:12%20GMT	https://joshbk1.wixsite.com/joshtutor/5b26625f.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/5b26625f.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:13	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:13%20GMT	https://joshbk1.wixsite.com/joshtutor/47b73115.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/47b73115.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:14	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:14%20GMT	https://joshbk1.wixsite.com/joshtutor/430436e2.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/430436e2.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:15	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:15%20GMT	https://joshbk1.wixsite.com/joshtutor/fdb8d3c8.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/fdb8d3c8.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:16	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:16%20GMT	https://joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt~bootstrap-classic.14191956.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt_bootstrap-classic.14191956.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:17	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:17%20GMT	https://joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt~bootstrap-responsive.a66c1914.chunk.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt_bootstrap-responsive.a66c1914.chunk.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:20	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:18%20GMT	https://joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt~bootstrap-responsive.fdb8d3c8.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt_bootstrap-responsive.fdb8d3c8.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:20	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:20%20GMT	https://joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt~bootstrap.5641211f.chunk.min.css	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt_bootstrap.5641211f.chunk.min.css	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:21	2936/2936	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2024%20May%202022%2010:37:21%20GMT	https://joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt~bootstrap.430436e2.chunk.min.js	/Users/Admin/websites/wixtry2/joshbk1.wixsite.com/joshtutor/rb_wixui.thunderbolt_bootstrap.430436e2.chunk.min.js	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:22	1174/1174	---M--	200	added ('OK')	image/jpeg	etag:%221fb67e2cfddc01282836d0355b63723e%22	https://static.wixstatic.com/media/c3401269172848ea9a1b42592f2fc6a1.jpg/v1/fill/w_4,h_4,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/c3401269172848ea9a1b42592f2fc6a1.jpg	/Users/Admin/websites/wixtry2/static.wixstatic.com/media/c3401269172848ea9a1b42592f2fc6a1.jpg/v1/fill/w_4,h_4,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/c3401269172848ea9a1b42592f2fc6a1.jpg	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
18:37:23	702/702	---M--	200	added ('OK')	image/jpeg	etag:%221b11fee5e2215f1549577838599b3c04%22	https://static.wixstatic.com/media/51f3ac5c175b4a59a11269529ee1d860.jpg/v1/fill/w_4,h_3,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/51f3ac5c175b4a59a11269529ee1d860.jpg	/Users/Admin/websites/wixtry2/static.wixstatic.com/media/51f3ac5c175b4a59a11269529ee1d860.jpg/v1/fill/w_4,h_3,al_c,q_80,usm_0.66_1.00_0.01,blur_3,enc_auto/51f3ac5c175b4a59a11269529ee1d860.jpg	(from https://joshbk1.wixsite.com/joshtutor/blank-1)
